Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
177476,2015-11-04,Credit card,,Identity theft / Fraud / Embezzlement,,"In regards to existing complaint/dispute # XXXX, XXXX, XXXX, XXXX XXXX XXXX XXXX sent me a response indicating they inherited this matter from another firm. XXXX XXXX XXXX XXXX XXXX XXXX , XXXX XXXX XXXX, XXXX ( "" XXXX '' ) of which XXXX. received this from Capital One. I am looking for a resolution from Capital One or XXXX, by providing original application, signatures, customer agreement, etc.., as that would conclude this matter, because I am certain this debt was not made by myself.",,CAPITAL ONE FINANCIAL CORPORATION,NY,14215,,Consent provided,Web,11/04/15,Closed with explanation,Yes,No,1639486
177637,2015-05-12,Bank account or service,Checking account,"Account opening, closing, or management",,"On XXXX XXXX, 2015 I opened a personal checking account with Chase bank located at XXXX XXXX in XXXX, NY. The account was opened with approximately {$1100.00} dollars. I was told that my card would be delivered by Mail. When I received my card I could activate it at any ATM or by calling the XXXX number on the back. I tried XXXX and neither would activate the card. Today ( XXXX XXXX ) I went into the bank with my card in hand to activate it. The teller told me that I would need to speak with a banking specialist. The specialist made a few calls and then told me that after the branch had decided to take my money and open my account that they no longer were interested in doing business with me. No reason why was given. I was told that I will be receiving a letter in the mail with a check in the amount of my initial deposit in XXXX to 3 weeks. As far as I am concerned, you do n't want my business that is fine. Give me my money back and I 'll take my business elsewhere. I should n't have to wait for my money. Basically, they stole my money and do not have enough laying around to pay me at the moment. This is nothing more than a corporation stealing my money and telling me you will get your money back at our convienance.",,JPMORGAN CHASE & CO.,NY,127XX,,Consent provided,Web,05/12/15,Closed with explanation,Yes,Yes,1372227
177642,2015-10-05,Student loan,Non-federal student loan,Dealing with my lender or servicer,Having problems with customer service,"My Navient Online account was locked, preventing access to my information. The site said to call to unlock my account. The phone number provided registers as out of service, or directs me to an automated call service which has no info concerning locked accounts. 

Emailing "" XXXXXXXXXXXX '' results in a reply saying, do not email this account, please log in, ( which is impossible ) with a locked account. 

It seems that unnecessary burdens to account access are in place to prevent consumers from having the information necessary to make financial decisions. 

Please disband this company.",,"Navient Solutions, LLC.",NY,13069,,Consent provided,Web,10/05/15,Closed with explanation,Yes,No,1592791
177757,2015-07-06,Credit reporting,,Incorrect information on credit report,Public record,"Dear CFPB, I have tried to access my credit recently and was denied because EXPERIAN continues to report falsely a judgment item that the entity XXXX, XXXX did not validate as due and owing to I, XXXX XXXX XXXX. The item was deleted and then inserted back in by EXPERIAN.The entity XXXX, XXXX never responded to my complaint I made to my XXXX of NJ and EXPERIAN continues to report the item falsely hurting my creditworthiness.",Company chooses not to provide a public response,Experian Information Solutions Inc.,NY,139XX,,Consent provided,Web,07/08/15,Closed with explanation,Yes,Yes,1451719
177818,2015-10-27,Credit card,,Advertising and marketing,,"I can create e-mailable attachments for all I represent below : I received an offer from Citibank regarding a balance transfer offer. There are XXXX sheets, a promotional page designed to encourage me to take the offer and another page which are balance transfer checks with a bridging perforated piece of the sheet to tear them out from, and on that page there is a different fee than on the biggest print letters in the top portion of the first page. 

The particulars are this : A fixed date in XXXX 2017 the offer reverts [ thus, the longer I am made to wait for a response, the incrementally less the offer is worth pursuing ] for 0 % for the life of the transfer for an up-front fee. On the largest font print on the top of the form in a distinctive color it says the standard fee is 3 %. On the fine print part of the XXXX page the rate says that for this offer the rate is 4 %. 
I have received these offers for months with different particulars ; however the immediately previous offer in fact was for the standard 3 % rate and that part of each offer page is identical in all cases. [ I receive these roughly monthly and so does my wife ; I have to believe thousands of others do as well. ] I pointed the discrepancy out to a Citi customer service phone center supervisor, who agreed with me in principle that I deserved the 3 % rate, but I needed to FAX the forms in so they could review it ; I complied, and was told I would get a snail-mail response, which I did. It is merely a likely form letter that just states the offer is 3 % and really does n't address the issue of the unreconcilable statements on the XXXX pages in each mailing. 

Thus, I have physical documentation of their position, and my position is that this is false advertising. Thus, I am here writing to you for help.",Company chooses not to provide a public response,"CITIBANK, N.A.",NY,XXXXX,Older American,Consent provided,Web,10/27/15,Closed with explanation,Yes,Yes,1626335
177838,2015-05-19,Credit card,,Unsolicited issuance of credit card,,"In applying to XXXX University for a XXXX, I was required to pay a application fee ; the website used for that fee required a PayPal transaction to take place. Already having an account with PayPal, I logged in an updated my information. When I went to pay with my card that was linked to my PayPal account, I was taken through a series of forms that did not inquire about my credit card. I tried exiting what I was doing, as it was confusing to me. Going back to the main menu, I started over again and attempted to submit the payment, which was {$55.00}. It went through, and I realized that it went through as PayPal Credit, not a charge to my credit card that was linked to PayPal. Assuming at that point, it would deduct the amount from my linked credit card/bank account, I left my PayPal account alone. Two months later, I discovered I had a late fee charge of {$25.00} and also an interest charge, in addition to the {$55.00} charge to the new account that I never authorized. I am aware that CFPB is in litigation over the matter and very pleased that these practices are being condemned. I do not know if there are other ways to protect against such schemes. In any case, PayPal will not have my business, nor any other friends or family members, if I can help it.",,"Paypal Holdings, Inc",NY,14609,,Consent provided,Web,05/26/15,Closed with monetary relief,Yes,No,1383000
177968,2015-10-01,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"On XXXX/XXXX/2015 an application for loan modification was submitted to Wells Fargo for the Making Home Affordable Program. On XXXX/XXXX/2015 my attorneys office called for an update from Wells Fargo. They stated that they already had denied the application at that time, however the representative stated that he could see that it was denied for an invalid reason and so he was going to reset the review. The representative indicated that he could see that they were going to need a letter of explanation for the paystubs. This Letter was provided to the lender the next day. On XXXX/XXXX/2015 a call to the lender was made to see if any further documents were required. At that time a second representative stated that they could not advise us regarding the status of the application because the assigned representative was unavailable and because she could n't understand the notes. Another call was placed to the lender on XXXX/XXXX/2015 and the same information was provided. No update could be given and they could n't see if everything that was needed was submitted. When a manager was request, I was advised that the manager for the representative handling the file was not there and had not been there for the last 5 days. It looked like they had everything but the representative was unsure why the file had not been submitted to underwriting. Since the submission of the documents on XXXX/XXXX/2015 not XXXX letter has been sent stating any missing documentation was being requested. At this point it appears Wells Fargo has not followed the time guidelines prescribed by Regulation X. XXXX XXXX wants to save his home and would like a speedy conclusion for a proper Making Home Affordable Review.",Company chooses not to provide a public response,WELLS FARGO & COMPANY,NY,100XX,,Consent provided,Web,10/01/15,Closed with explanation,Yes,No,1588604
178026,2015-07-17,Credit reporting,,Incorrect information on credit report,Public record,"I had a public record vacated from the State of New York ( Reference # XXXX ) for {$410.00} filed on XXXX/XXXX/2001. I disputed the item with XXXX, Equifax and XXXX since it was vacated, and I did not owe the monies to the state. XXXX and XXXX validated the account and removed it from my credit, but Equifax has not done so. The must validate the account, and remove it asap.",,"EQUIFAX, INC.",NY,10001,,Consent provided,Web,07/17/15,Closed with explanation,Yes,Yes,1478163
178136,2015-07-15,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,I went to get a CT scan at the XXXX XXXX XXXX Hospital. They called the insurance company to get pre approval. I asked the woman who called the insurance company and she said yes you are approved. I further asked her if I owed anything and she said no. When I called the collections dept at XXXX the woman was belligerent and said well the woman never said you were covered 100 % - she quibbled over words but to me not owing anything and 100 % is a difference without distinction. The fact is that the lady who called the insurance company was an agent of the hospital. When I asked her professional opinion she gave me the wrong information. They are telling me I owe them XXXX which is unfair b/c had I known that I would owe my own money toward the service I never would have had it done. I am deeply troubled by their comments/attitude/lack of knowledge. If someone deals with insurance companies and are asked if they are 'covered ' and if I would owe anything than their answer should be able to be relied upon.,Company believes it acted appropriately as authorized by contract or law,"Computer Credit, Inc.",NY,105XX,,Consent provided,Web,07/15/15,Closed with explanation,Yes,No,1470019
178150,2015-08-13,Credit card,,Billing disputes,,"I am being asked to pay a vendor directly for an airline ticket I purchased on XXXX XXXX with my Capitol One card, because Capitol One charged back the {$1200.00} cost of the airline ticket. I have already paid Capitol One for the airline ticket when I paid off my XX/XX/XXXX balance in full ( {$2600.00} ) on XXXX XXXX. I have a record of this transaction on my bank statement, but I can not access my credit card statements because my card is under investigation for fraud. The vendor is asking for proof I have paid from Capitol One, but Capitol One will not give me any proof because of the investigation. Capitol One has told me verbally that they will contact the vendor, but I do n't have any confirmation that they will do so. 

Regarding the Fraud investigation, I have already been on a conference call with Capitol One with my sister XXXX because we believe the source of this issue is that there has been a mix-up with our information. After learning that my card had been closed, XXXX shared with me a letter she received a to her home address in XXXX, XXXX, informing her that she had opened a Capitol One account. XXXX called Capitol One to report that she did not open an account - I opened a Capitol One card in my name with my information, but she received a letter to her address to her name. I live in XXXX, XXXX and did not receive such a letter. 

Here are the outstanding issue that need an immediate response:1. Paid Statement : Vendors are contacting me via phone and email regarding payment for charges I have already paid to Capitol One, such as a travel agency for the {$1200.00} airline ticket. The charge for this flight was on my XX/XX/XXXX billing statement ( XXXX XXXX ), which again, I paid the balance off in full and shows up on my bank statement. Capitol One needs to pay the vendors with the money I have given them when I paid off my balance in full. 

2. Unpaid Statement : I received a paper statement for XXXX XXXX - XXXX XXXX with an outstanding balance of {$1300.00}. I can not access this information online, because my account has been closed. Vendors from this statement period have contacted me about payment. Please confirm XXXX things : a. If I pay this balance, will the vendors on this statement be paid? 
b. If I can not pay off this statement balance because the account is under investigation, will it be considered a late payment? Will I be charged interest? I have the means and intention to pay off all outstanding balances in full. 

3. Confirm that the investigation is underway and a time frame for when it will be resolved. I was told that it would take up to two weeks for an investigator to be assigned to the case, which was opened on XXXX XXXX but it has been more than two weeks, and as of today, XXXX XXXX Capitol One said an investigator has not yet been assigned to the case. 

How is it that my sister 's contact information is linked with mine? When I called Capitol One today, they said that the number they had on file to reach me at ended in XXXX. That is my sister 's phone number. My phone number ends in XXXX. I am dismayed that the investigation is not yet underway even though it has been more than XXXX weeks since the case was opened.",,CAPITAL ONE FINANCIAL CORPORATION,NY,11201,,Consent provided,Web,08/13/15,Closed with monetary relief,Yes,No,1517447
178176,2015-05-05,Credit card,,Other,,"I acquired a Macy 's card in XX/XX/XXXX of XXXX, in XX/XX/XXXX XXXX I joined the XXXX XXXX and I 'm currently serving at XXXX XXXX NY. As a member of the XXXX my interest rate on my card should be 6 % or less, because of the ( SCRA ) Service Member Civil Relief Act, but it 's currently 24 %. In XX/XX/XXXX of XXXX I contacted Macy 's explaining the matter to them and send all the necessary paper work showing that I was in the XXXX for the past XXXX years. Since then I contacted Macy 's, and was given the run around, even to have the phone hung up XXXX of the times I called. Finally, they told me that it will take XXXX billing cycles to fix the matter, up until now, nothing have happen, no phone calls like they said or even a letter in the mail. I 'm financially struggling and need help in fixing this problem.",Company chooses not to provide a public response,"CITIBANK, N.A.",NY,136XX,Servicemember,Consent provided,Web,05/05/15,Closed with monetary relief,Yes,No,1361306
178246,2015-11-13,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,"In 1983 my Ex. friend had put me down as a contact person for XXXX Student Loans. Said Ex. friend 's Daughter put me down as a contact person for her Student Loans and Parent Loans through XXXX. Five years ago - they each defaulted on there XXXX loans and since then we have had around XXXX XXXX calls XXXX. We wrote to our state XXXX and they did help us. The Letters stopped, than the phone calls started - again we wrote to our XXXX XXXX XXXX XXXX XXXX than the phone calls through XXXX stopped. Than the phone calls from the lawyers for XXXX XXXX started calling -. This stopped after the XXXX office again contacted them - Now, last week, the phone calls have started again. We were just a contact person ... ...",,"Navient Solutions, LLC.",NY,134XX,,Consent provided,Web,11/16/15,Closed with explanation,Yes,Yes,1653430
178265,2015-07-04,Bank account or service,Checking account,"Making/receiving payments, sending money",,"Bank Of America. 
There was fraudulent activity on my business checking account, via card number. 
I submited a claim, and after speaking with their customer service, they could not do anything immediately and wanted to sent me paperwork to dispute the charges, within XXXX business days. Unacceptable. I was forced to request a manager who could - in fact - reverse the charges that were processing, and he reassured me that when the charges actually post to the account - there would be AUTOMATIC adjustments applied to take care of the balance. I would not be negative again. 
The next day, the {$850.00} charge posted, and of course, there was no adjustment, PLUS an overdraft fee for this charge. 
I called Bank of America again ( on the XXXX of XXXX - ironically ) and their business checking and claims department were closed, and literally no one - not XXXX person I tried to contact within my XXXX hour phone call ( plus the hours I spent the day prior disputing charges and going to my local branch to get my replacement temp card ) - NO ONE could tell me anything regarding my account, because they did not have access. They could not tell me the person 's name whom I spoke with the day prior, they could not even tell me my balance, let alone what was happening with my account, because they had zero access!!! On the XXXX, Bank of America could not help me. 
This is the second time in XXXX weeks my card information had been compromised. 
I do not allow other persons to use my card, and I am very concerned about the security policies here at this bank, plus - the customer service for its business banking customers. Being overdrawn almost {$900.00} and not being able to speak to anyone about it is extremely disconcerting, and I will be pulling my money from this bank and closing my accounts immediately. I am outraged at the service I received. 
The banking associate at my local branch issued me a temp card - which began with the same XXXX digits as my last replacement - and had the same expiration year. Why would a bank issue cards with matching numbers? Is n't this making it easier for fraud? 
Why was I asked to fill out paperwork regarding charges that were clearly not mine? 
Why was I alerted by my bank about the charges - but charges were made thereafter? 
Why could I not speak to anyone regarding my account, on a holiday? So what? There are n't XXXX people in the world that are working today on behalf of their business consumers? 
As a new business, a situation like this could be crippling. I have thousands of dollars that I need to deposit to continue functioning as a business - but I can not trust my bank and I am forced to switch banks, which will not be an easy change, I can only assume.",Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11209,,Consent provided,Web,07/04/15,Closed with explanation,Yes,No,1451244
178282,2015-04-07,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Someone called me from Regional Acquisitions Group named XXXX XXXX, claiming that I owe {$1300.00} from an overdraft from XXXX ( he was unsure of the date ) he said from XXXX and that a group of lawyers has now been assigned to use their legal powers to seek judgment against me. He stated that he was able to reduce the debt to {$620.00} if I were willing to pay him, saving me money and going to court. I then said where can I call you at and he stated I could call him at XXXX.",Company believes it acted appropriately as authorized by contract or law,"Regional Acquisition Group, Inc.",NY,10463,,Consent provided,Web,04/07/15,Closed with explanation,Yes,No,1319309
178283,2015-09-24,Mortgage,Conventional fixed mortgage,Settlement process and costs,,"I recently received documents from Wells Fargo, Dated XXXX XXXX, 2015 which suggest that my investment property will be refinanced, however, I did not apply for a refinance or authorize Wells Fargo to do this on my behalf. There is also an internal email correspondence that was inadvertently included in my package, which is telling Wells Fargo employees that I am waiting for these documents and working with the Office of the President to refinance my loan. This is a lie. I would like this to be investigated.",Company chooses not to provide a public response,WELLS FARGO & COMPANY,NY,11580,,Consent provided,Web,09/24/15,Closed with explanation,Yes,No,1578556
178372,2015-12-22,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,"My XXXX XXXX XXXX account is reported as delinquent and seriously delinquent XXXX, the contract was signed XXXX XXXX 2014 and the first payment of {$85.00} bi-weekly was due XXXX/XXXX/2014. On XXXX XXXX 2014 I made a payment of {$320.00} which equals 2 months of payments. On XXXX/XXXX/2014, 10 days later, I made a payment of {$340.00} which equals another 2 months in advance. Although I provided a copy of my payment history from XXXX XXXX XXXX, Equifax continues to provide potential creditors with erroneous information. In addition, I have been denied credit because of this intentional reporting of wrong information.",,"EQUIFAX, INC.",NY,14609,,Consent provided,Web,12/22/15,Closed with explanation,Yes,Yes,1713579
178490,2015-12-17,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"We ( my wife and I ) working with a Forensic Mortgage Analyst found that our mortgage had been handled improperly and are looking for relief. The big "" Banksters '' were bailed out with our tax dollars. The States fined the banks and won money from the banks. I am an individual working to be a good citizen. I want to know where my bailout is??? Please read attached Forensic report for more information.",,HSBC NORTH AMERICA HOLDINGS INC.,NY,120XX,,Consent provided,Web,12/17/15,Closed with explanation,Yes,Yes,1706706
178552,2015-10-28,Prepaid card,Other special purpose card,Unauthorized transactions/trans. issues,,i made a payment 4 days before my car payment due date and rushcard has not sent my funds. I called to see whats going on and they stated no one can make online payment. I have more then enough funds and i asked to talk to a manager i was put on hold for XXXX min.,,"Empowerment Ventures, LLC",NY,119XX,,Consent provided,Web,11/13/15,Closed with monetary relief,Yes,No,1628761
178621,2015-05-18,Credit card,,Delinquent account,,"NOTE : The Card number may not be complete as I did not receive the card at all. 
Around XX/XX/XXXX I applied for Old Navy Credit card at a store in XXXX NY. The purchases I made that day we paid through my debit card and was not charged to the new credit card. It was just an application. 

Early XX/XX/XXXX, while trying to get a car loan, I was made aware that I have negative reporting by Synchrony indicating Charge off and Late payments. I list below the events that occurred and incorrect management of the account by Synchrony. 
Upon understanding of the negative reporting I immediately called Synchrony. 
XXXX Synchrony asked me to call XXXX as the account was sold. XXXX did not have the account active on their systemb. Escalated back to Synchrony on what the balance is and why is reflecting on my credit report. Nobody could explain the balancec. Continued follow up until Synchrony had to re-purchase the account back from XXXX XXXX associates. 
XXXX The account was reported Charge off around XX/XX/XXXX and XXXX XXXX this Seriously impacted my credit. 
XXXX With various follow ups I was given to understand that there was a balance of about {$59.00} on the account however they could not explain why until the account was activated. 
XXXX Finally, i was given to understand that an application fee of around {$14.00} was assessed on the account and all other fees were additional late charges. 
XXXX Synchrony waived the charged and I paid {$14.00} and change on the account with the expectation that Synchrony correct the report and delete any negative reporting. This was committed by the agent on the call. 

I never received the credit card from Synchrony. I was told it was returned for incorrect mailing. They did not send me any notifications or statements, nor did I receive any calls. Synchrony charged off my account and sold my account. I also did not receive any notification from the new purchaser. This is complete mis-management of the account and this lead to me having to agree to a high interest rate on my new car. In my XXXX years of credit history I have NEVER been late on any of my accounts and would have not on mere {$14.00} if Synchrony had managed the account well. Apart from a few agents at Synchrony Bank, most of them did not care for customer concern even after explaining on multiple occasions, what the background was. Over the last 6 months I would have paid over {$300.00} extra on my car loan interest due to this mis-management and credit reporting.",,SYNCHRONY FINANCIAL,NY,13905,,Consent provided,Web,05/18/15,Closed with non-monetary relief,Yes,No,1380193
178637,2015-11-06,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,"I WAS IN THE MARKET FOR A SPECIFIC HONDA ACCORD COUPE. I WENT TO XXXX XXXX HONDA, AND SPOKE WITH XXXX XXXX XXXX, A SALES PERSON THAT I HAD DEALT WITH PREVIOUSLY. I ASKED HER IF SHE HAD THE VEHICLE I WANTED, SHE SAID YES. I ASKED FOR THE COST AND SHE REPLIED THAT SHE HAD TO ASK HER MANAGER XXXX XXXX. WHEN SHE RETURNED SHE STATED THE THE COST OF THE CAR WAS $ XXXX. I THEN ASKED HER WHY WAS IT SO HIGH AS I HAD RESEARCHED THE CAR, AND THE MOST THEY WERE ASKING FOR THE CAR FROM XXXX, AND THE BEST PRICE, WAS {$31000.00}, IF I 'M NOT MISTAKEN. I THEN ASKED HER IF THAT WAS THE BEST THEY COULD DO, AND AGAIN SHE HAD TO SPEAK WITH HER MANAGER. AFTER AROUND 15 MINUTES, SHE RETURNED AND TOLD ME THAT THEY WERE DISCOUNTING THE CAR BY {$990.00}. I ASKED HER IF THAT WAS THE BEST THEY COULD DO, SHE REPLIED YES, THE CAR IS IN GREAT DEMAND, AND WELL, NEED I SAY MORE. I ASKED IF I COULD SEE THE CAR, SHE REPLIED THAT THE CAR HAD BEEN MOVED, SO THAT NO ONE COULD SEE IT. I TOOK IT AT FACE VALUE. SO WE STARTED WITH THE TRANSACTION. NOW I HAD A DRAFT FROM THE XXXX XXXX XXXX XXXX, FOR THE BALANCE OF NEW CAR AFTER THE TRADE IN. THEY EVEN REQUESTED ASSURANCE THAT THEY WOULD GET THE LEAN RELEASE FROM THE XXXX, WHICH XXXX FAXED TO THEM, TWICE. BUT THEY STILL WOULD N'T RELEASE THE NEW CAR. WHEN ALL THE TRANSACTIONS WERE DONE, THEN THEY TOLD ME I COULD PICK UP THE CAR. WHEN I ARRIVED HOME, I WAS REVISING BY PAPERWORK, AND TO MY AMAZEMENT, THE MSRP ON THE VEHICLE WAS, {$33000.00}. WELL AS YOU CAN IMAGINE I WAS HIGHLY UPSET. I DID N'T CONTACT XXXX XXXX, THE NEXT DAY TUESDAY BECAUSE SHE WAS OFF. BUT I DID SEND HER AN E-MAIL EXPLAINING HOW I FELT, THAT ACTION I WOULD TAKE IF THEY DID N'T MAKE THE SITUATION RIGHT WITH ME. I FELT LIKE A COMPLETE IDIOT. HOW I LET THESE PEOPLE TOTALLY DISRESPECT AND HUMILIATE ME. I SERVED MY COUNTRY IN THE XXXX XXXX XXXX, FOR 20 YEARS, I 'M ALSO XXXX, AND THEY STILL SAW TO TAKE ADVANTAGE OF ME. WHEN I FINALLY SPOKE TO XXXX XXXX SHE TOLD ME THAT THEY HAD TO RAISE THE PRICE BECAUSE THE CAR WAS IN GREAT DEMAND, AT WHICH TIME I POLITELY HUNG UP THE PHONE. WHAT I REQUESTED FROM THEM TO MAKE IT RIGHT, WAS TO GIVE ME THE CAR AT COST, BECAUSE OF THEIR DECEPTIVE PRACTICES. FOR THEM TO RETURN THE DIFFERENCE BACK TO XXXX, WITH AN APOLOGY. AFTER THIS I RESEARCHED THEIR HISTORY, AND TO MY AMAZEMENT, THERE WAS ACTION TAKEN BEFORE ON THIS DEALER FROM THE ATTORNEY GENERAL 'S OFFICE, WHO I WILL ALSO SUBMIT MY COMPLAINT. I JUST WANT TO MAKE SURE THAT THEY DO N'T TAKE ADVANTAGE OF ANY ONE ELSE. THEY ARE A BUSY DEALERSHIP, I WONDER HOW MANY OTHER PEOPLE THEY HAVE DECEIVED. YOUR HELP IN THIS MATTER IS GREATLY APPRECIATED. THANK YOU",,AMERICAN HONDA FINANCE CORP,NY,10473,Servicemember,Consent provided,Web,11/10/15,Closed with explanation,Yes,Yes,1644160
178669,2015-07-20,Credit reporting,,Incorrect information on credit report,Public record,They told it was verified and it could never be verified because I did not file bankruptcy XX/XX/XXXX I filed XX/XX/XXXX my ex finance we were not married filed XX/XX/XXXX and we had a lot of debt that together but that needs to be removed at once I finally re established my credit only to have this put on and it 's effecting me getting a mortgage or a home or car please help me all other request to credit agency 's went on deaf ears,Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,10312,,Consent provided,Web,07/20/15,Closed with explanation,Yes,Yes,1473847
178714,2015-05-22,Credit card,,Other,,I had a XXXX credit card with continental finance I never missed a payment then all of the sudden the company said my online account as no longer valid because they changed to a XXXX company. I never received my new card and I continued to call the old company and I got no help. I made a payment on my old account for the balance but the representative afterwards could n't find it when I got a call from a credit agency after my card had gone into collections. I never received my new card and I keep getting calls from creditors about this account that has no way of paying it. I feel like I had been scammed,Company chooses not to provide a public response,"Continental Finance Company, LLC",NY,10458,,Consent provided,Web,05/28/15,Closed with explanation,Yes,No,1388835
178739,2015-08-04,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,"RCS, the Loan Service Provider, has rejected an appeal to my Loan Mitigation Application based on completely false facts. 
This complaint is related to Case number : XXXX",,"Residential Credit Solutions, Inc.",NY,106XX,Older American,Consent provided,Web,08/05/15,Closed with explanation,Yes,Yes,1502450
178818,2015-05-21,Credit card,,Billing disputes,,"I traveled overseas to XXXX last year on XXXX 2014, I book a hotel for XXXX days ( XXXX XXXX XXXX Houses ) for a total {$1400.00}, when I arrived in XXXX around XXXX XXXX on XXXX XXXX 2014 I was expecting a main entrance with a lobby like any other Hotel, but to my surprised it was not entrance of any kind, not XXXX was there to check me in, I called XXXX of times to the number on my reservation and all I got was a recording message staying to live my name and number that someone will get back to me as soon as possible, which I left a message. I was afraid in the middle of not ware, and I need it a place to stay so I walked and I booked my stay in another hotel ( XXXX XXXX ), I continued to call to the other hotel with no response, I decided to go back to see if I can see anyone cause I already paid for a reservation and i scream and someone came out and walk me through a kitchen and took me to a small office and the owner was there and told me not to worry about it that I wont be charge after listening to me, them I walk out thinking that I wont be charge, Now American express is charging me the full amount of the reservation staying that the hotel policy cancellation specify that the full amount will be charge to my credit card in case of not show, cancellation or modification, but none of this policy apply to my situation I arrived to a hotel with not lobby, not main entrance, non crew to take care of me, I though at that moment that I was robbed, was completely empty I saw a pool but no one around what I am supposed to do I need it a place to stay, I try to contact the merchant but he told me that the hotel only open XXXX months per year and he will not refund my money, my cousin who owes a XXXX question him and that was the answer basically you make a reservation and you do n't get your money back because they only open XXXX months a year, an American express is telling they cant do nothing because of the hotel policy that the merchant shows them enough proof of course the reservation that I had made with them, but that does not mean I received a service, what law protect a consumer in my position. I need your help I am XXXX years old men and if you was in my place what would you do on the middle of the calderas in the mountains with not place to stay I was worry I will not have a place to stay I was expecting a XXXX start hotel which I was very disappoint,",,AMERICAN EXPRESS COMPANY,NY,11368,Older American,Consent provided,Web,05/21/15,Closed with explanation,Yes,Yes,1387704
178944,2015-05-06,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"I am in need of a consultation on a BofA mortgage in pre-foreclosure on my deceased Mom 's co-op in XXXX, NY. The co-op is in her name alone, though I have been living there since XXXX. FDIC law guidelines from XXXX state that a predatory or abusive lending practice includes offering a mortgage when the mortgagee has no ability to repay, which was my mother 's case when she was offered the mortgage in XXXX, as she could not repay a {$250000.00} loan living on {$1800.00} a month social security. My question is does this abusive bank practice invalidate their legal claim on the property?",Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,113XX,,Consent provided,Web,05/06/15,Closed with explanation,Yes,No,1362639
178952,2015-09-11,Consumer Loan,Installment loan,Taking out the loan or lease,,My loan has an interest rate of 27 % never disclosed to me.Care Credit is initiating loans at 0 % only to backload a 27 % charge if not paid within 12 months. They are sourcing cheap XXXX and XXXX like XXXX XXXX XXXX of XXXX,,SYNCHRONY FINANCIAL,NY,10028,,Consent provided,Web,09/17/15,Closed with explanation,Yes,No,1561510
178977,2015-10-23,Credit card,,Balance transfer fee,,"I was sent 0 % promotional balance transfer checks for my Citi credit card. The letter attached with the checks said in large letters at the top "" 0 % Promotional APR on Balance Transfers until XXXX/XXXX/2016. After that, your standard variable rate applies, currently 11.99 % APR. The standard balance transfer fee is {$5.00} or 3 % of the amount of each transaction whichever is greater. '' However, apparently the balance transfer fee that applied to the checks needed to use the 0 % offer is 4 % of the amount of each transaction. This is extremely misleading advertising, I decided to use XXXX of the checks to consolidate balances on other cards assuming a 3 % fee, however I was actually charged 4 %. I transferred {$10000.00} using these checks, so I ended up spending {$100.00} more than I expected based on the rate listed on the letter accompanying the checks. The reference numbers at the bottom of the letter are "" XXXX -- XXXX -- XXXX '' and "" XXXX -- LOT XXXX ''",Company chooses not to provide a public response,"CITIBANK, N.A.",NY,XXXXX,,Consent provided,Web,10/23/15,Closed with monetary relief,Yes,No,1621422
179001,2015-06-18,Debt collection,Medical,Communication tactics,Used obscene/profane/abusive language,HRRG collections contacted me about XXXX medical bills they say I owe XXXX in XX/XX/XXXX and XXXX in XX/XX/XXXX. I asked them to send me the statements since my I was insured and the bills exceeded my max insurance deductible. I still have n't received anything in the mail. the other day outsource contacted me about the same dates. saying I owe {$1300.00} and HRRG is saying I owe {$2500.00}. HRRG then called me today saying what I owe and when I asked why there was difference the woman got hostel and started yelling at me then I asked for the medical bill so I can take it to my insurance company and ask why I did n't get notified and why it exceeds my deductible. and the woman starts yelling at me and saying that sent this last year she was screaming something I need to contact someone else about and the company I do n't know she was yelling at me so much I did n't understand. I just want proof of what I owe and why. Not to be treated like a child and screamed at. both companies are claiming there collecting for the hospital. and when I to the HRRG lady this she said she mistaken she was collecting for the doctors not the hospital. at that point i hung up just seemed like a scam.,,HCFS Healthcare Financial Services of TeamHealth,NY,14206,,Consent provided,Web,06/23/15,Closed with explanation,No,Yes,1427899
